Name,Genre,ESRB_Rating,Platform,Critic_Score
The Rockin' Dead,Misc,T,PC,9.5
The Roots: Gates of Chaos,Role-Playing,T,NGage,9.6
The Rugrats Movie,Action,E,GB,1.1
The Rugrats Movie (GBC),Action,E,GB,7.9
The Sacred Amulet,Adventure,E,PC,4.8
The Saga of Ryzom,Role-Playing,T,PC,1.1
The Secret of Monkey Island: Special Edition,Adventure,E10,XBL,8.7
The Secret of Monkey Island: Special Edition,Adventure,E10,PC,1.1
The Secret of Monkey Island: Special Edition,Adventure,E10,PSN,9.4
The Secret Saturdays: Beasts of the 5th Sun,Action,E10,PSN,8.2
The Secret World,Role-Playing,RP,X360,7.1
The Seller,Misc,E,DSiW,6.4
The Shield: The Game,Shooter,M,PC,6.8
The Shield: The Game,Shooter,M,PS2,1.7
The Ship,Shooter,T,PC,7.5
The SimCity Box,Simulation,E10,PC,5.8
The Simpsons: Night of the Living Treehouse of Horror,Platform,E,GB,6.8
The Sims 2,Simulation,T,PSN,7.4
The Sims 2: Castaway,Simulation,E10,PSN,9.4
The Sims 2: Mansion & Garden Stuff,Simulation,T,PC,4.6
The Sims 2: Pets,Simulation,E,GBA,3.9
The Sims 2: Pets,Simulation,T,PSN,5.5
The Sims 3,Simulation,T,OSX,7.9
The Sims 3,Simulation,T,And,8.8
The Sims Carnival: SnapCity,Simulation,E,PC,2.3
The Sims: Bustin' Out,Simulation,T,NGage,7.3
The Smurfs,Platform,E,GB,8
The Smurfs' Nightmare (GBC),Platform,E,GB,3.5
The Sopranos: Road to Respect,Adventure,M,PS2,7.3
The Space Adventure,Action,M,SCD,7.1
The Spiderwick Chronicles,Adventure,E10,PS2,6.1
The Suffering: Ties That Bind,Action,M,PC,1.3
The Suite Life of Zack & Cody: Tipton Caper,Action,E,GBA,3.1
The Sum of All Fears,Shooter,T,PC,6.5
The Surfer,Sports,E,PS3,4
The Tale of Despereaux,Platform,E10,PC,2.2
The Tales of Bearsworth Manor: Chaotic Conflicts,Puzzle,E,WW,4.3
The Tales of Bearsworth Manor: Puzzling Pages,Puzzle,E,WW,1.8
The Terminator,Action,E10,PSN,2.1
The Terminator: Future Shock,Action,T,PC,7.5
The Three Musketeers: One for All!,Action,E,WW,1.3
The Three Musketeers: One for All!,Action,E,PC,6.1
The Three Stooges,Action,E,PS,5.1
The Three Stooges: Treasure Hunt Hijinks,Puzzle,E,PC,3.4
The Tower of Druaga (Arcade),Action,E,VC,3
The Train: Escape to Normandy,Action,T,PC,7.8
The Trials of Topoq,Puzzle,E,PSN,6.3
The Ultimate Wizardry Archives,Role-Playing,E,PC,4.6
The UnderGarden,Puzzle,E,XBL,6.4
The UnderGarden,Puzzle,E,PSN,6
The UnderGarden,Puzzle,E,PC,6.4
The Vault of Darkness,Misc,M,PC,6.1
The Very Hungry Caterpillar's ABCs,Misc,EC,WW,7
The Walking Dead: Survival Instinct,Shooter,M,PC,8.3
The War of the Worlds,Platform,E10,XBL,3.5
The War of the Worlds,Platform,E10,PSN,7.9
The Warriors,Action,M,PSN,2.8
The Warriors: Street Brawl,Action,T,XBL,8.7
The Weakest Link,Misc,E,PC,3.7
The Wild Thornberrys Movie,Adventure,E,PC,9.7
The Wild Thornberrys: Rambler,Action,E,GB,3.4
The Will of Dr. Frankenstein,Adventure,E,WW,9.6
The Witness,Puzzle,RP,PSN,7.5
The Witness,Puzzle,RP,XBL,3.3
The Wizard's Pen With Mystery P.I.: The Lottery Ticket,Adventure,E,PC,2.5
The X-Files Game,Adventure,T,PC,7.4
Theme Hospital,Simulation,E,PSN,5.5
Theme Park,Simulation,E,GEN,9
Theme Park,Strategy,E,AJ,8.6
Thexder NEO,Shooter,E,PSN,4.6
Thexder NEO (PSP),Shooter,E,PSN,2.6
Thief II: The Metal Age,Shooter,M,PC,7.7
thinkSMART: Advanced,Puzzle,E,DS,7.9
thinkSMART: Scotland Yard,Simulation,E,DS,2.9
This Is Vegas,Action,RP,X360,1.3
This Is Vegas,Action,RP,PC,1.9
This Is Vegas,Action,RP,PS3,1.5
Thor: God of Thunder,Action,T,PC,6.6
Thorium Wars,Racing,E10,DSiW,4.3
Threads of Fate,Role-Playing,E,PSN,4.1
Three Dirty Dwarves,Action,T,SAT,3
Three Dirty Dwarves,Action,T,PC,9.9
Thrillville,Strategy,E10,XB,7.8
Thrillville: Off the Rails,Strategy,E10,PSN,5.4
Thunder Truck Rally,Racing,E,PC,6.9
ThunderStrike 2,Simulation,E,SAT,5
Ticket to Ride,Misc,E,XBL,2.6
Tides of War,Strategy,T,PC,5.6
Tiger Woods PGA Tour 08,Sports,E,PC,2
Tiger Woods PGA Tour 10,Sports,E,PSN,6.1
Tiger Woods PGA Tour 12: The Masters,Sports,E,PC,9.9
Tiger Woods PGA Tour 2000,Sports,E,PC,6.1
Tiger Woods PGA Tour 2000,Sports,E,GB,1.2
Tiger Woods PGA Tour 2001,Sports,E,PC,8.4
Tiger Woods PGA Tour 2002,Sports,E,PC,7.4
Tiger Woods PGA Tour 2003,Sports,E,PC,6.8
Tiger Woods PGA Tour 2004,Sports,E,NGage,6.8
Tiger Woods PGA Tour Golf,Sports,E,PS,2.9
TigerShark,Simulation,E,PC,3
Tigger's Honey Hunt,Platform,E,PC,9
Tiki Towers,Puzzle,E,WW,3
Time Commando,Action,T,PC,3.6
Time Killers,Fighting,M,GEN,8.4
Time Pilot,Shooter,E,XBL,5.8
Time Stalkers,Role-Playing,T,DC,8.5
Timelapse,Adventure,E,PC,9.5
TimeO,Action,RP,PS3,7.2
TimeO,Action,RP,X360,7.1
TimeO,Action,RP,Wii,4.3
Tin Star,Shooter,E,SNES,7
Tiny Toon Adventures: Buster and the Beanstalk,Misc,E,PC,3.6
Tiny Toon Adventures: Buster Saves the Day,Platform,E,GB,2.6
Tiny Toon Adventures: Dizzy's Candy Quest,Action,E,GB,8.7
Tiny Toon Adventures: Scary Dreams,Action,E,GBA,6.3
TiQal,Puzzle,E,XBL,8
Titus the Fox (GBC),Platform,E,GB,5.2
TMNT,Action,E10,PS2,8.4
TMNT,Action,E10,GBA,1.7
TMNT,Action,E10,GC,9.2
TMNT,Action,E10,PC,3.9
TMNT,Action,E10,PSN,4.9
TMNT,Action,E10,XBL,1
TMNT: Mutant Melee,Fighting,T,PC,1.3
TNA iMPACT: Cross the Line,Fighting,T,PSN,7.5
TNN Bass Tournament of Champions,Sports,E,GEN,9.7
TNN Motor Sports Hardcore 4x4,Racing,E,SAT,4.2
TNN Motor Sports Hardcore 4x4,Racing,E,PSN,5.4
TNN Motor Sports Hardcore TR,Racing,E,PS,2.3
TNN Motorsports HardCore Heat,Racing,E,DC,1.4
TNN Outdoors Bass Tournament '96,Sports,E,GEN,9
TNN Outdoors Fishing Champ,Sports,E,GB,7
TNN Outdoors Pro Hunter,Sports,T,PC,6.6
TNN Outdoors Pro Hunter 2,Sports,T,PC,4.4
TNT Racers,Racing,E,XBL,5.4
TNT Racers,Racing,E,WW,2.5
TNT Racers,Racing,E,PSN,6.3
TNT Racers (PSP),Racing,E,PSN,7
TOCA Touring Car Championship,Racing,E,GB,5.7
Todd McFarlane's Spawn: The Video Game,Action,E,SNES,3.3
ToeJam & Earl,Action,E,VC,5.7
ToeJam & Earl,Action,E,XBL,1
ToeJam & Earl in Panic on Funkotron,Platform,E,VC,1.3
Toki Tori,Puzzle,E,GB,6.8
Toki Tori,Puzzle,E,WW,7.7
Tokimeki Check-in!,Adventure,AO,PC,6.2
Tokobot,Platform,E,PSN,2.9
Tokobot Plus: Mysteries of the Karakuri,Platform,E,PS2,7.7
Tokyo Xtreme Racer 2,Racing,E,DC,4.3
Tokyo Xtreme Racer DRIFT 2,Racing,E,PS2,7.6
Tom & Jerry: The Magic Ring,Action,E,GBA,9.8
Tom and Jerry,Platform,E,GB,6.4
Tom and Jerry in Fists of Furry,Fighting,E,PC,4
Tom and Jerry in Mouse Attacks!,Action,E,GB,3.3
Tom and Jerry Tales,Platform,E,GBA,9
Tom and Jerry: Mouse Hunt,Action,E,GB,3.6
Tom Clancy's EndWar,Strategy,T,PSN,7.6
Tom Clancy's EndWar,Strategy,T,XBL,8.6
Tom Clancy's Ghost Recon,Shooter,M,PC,8
Tom Clancy's Ghost Recon Advanced Warfighter,Shooter,T,XBL,6.3
Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,T,PSN,6.3
Tom Clancy's Ghost Recon: Future Soldier,Shooter,RP,DS,7.3
Tom Clancy's Ghost Recon: Future Soldier,Shooter,T,PSP,2
Tom Clancy's Ghost Recon: Island Thunder,Shooter,M,PC,4
Tom Clancy's Ghost Recon: Jungle Storm,Shooter,T,NGage,8.2
Tom Clancy's Ghost Recon: Predator,Shooter,T,PSN,7
Tom Clancy's HAWX,Action,T,Wii,6.2
Tom Clancy's HAWX,Action,T,XBL,4.2
Tom Clancy's Rainbow Six,Shooter,T,DC,2.9
Tom Clancy's Rainbow Six,Shooter,E,GB,2.7
Tom Clancy's Rainbow Six,Shooter,T,PSN,4.9
Tom Clancy's Rainbow Six 3: Athena Sword,Shooter,M,PC,2.8
Tom Clancy's Rainbow Six 3: Gold Edition,Shooter,M,PC,3.6
Tom Clancy's Rainbow Six Vegas,Shooter,M,XBL,2.3
Tom Clancy's Rainbow Six: Lone Wolf,Shooter,T,PS,4
Tom Clancy's Rainbow Six: Rogue Spear,Shooter,T,DC,2.3
Tom Clancy's Rainbow Six: Rogue Spear,Shooter,T,PC,8
Tom Clancy's Rainbow Six: Vegas,Shooter,T,PSN,5.3
Tom Clancy's Rainbow Six: Vegas 2,Shooter,M,XBL,2.4
Tom Clancy's Rainbow Six: Vegas 2,Shooter,M,PSN,8
Tom Clancy's Splinter Cell Essentials,Shooter,M,PSN,2.7
Tom Clancy's Splinter Cell Trilogy,Action,M,XBL,4.2
Tom Clancy's Splinter Cell: Chaos Theory,Action,T,NGage,9
Tom Clancy's Splinter Cell: Chaos Theory,Action,M,XBL,2.6
Tom Clancy's Splinter Cell: Conviction,Action,RP,DS,3.9
Tom Clancy's Splinter Cell: Conviction - Insurgency Pack,Action,M,XBL,4.8
Tom Clancy's Splinter Cell: Conviction - Insurgency Pack,Action,M,PC,7.5
Tom Clancy's Splinter Cell: Double Agent,Action,M,XB,9
Tom Clancy's Splinter Cell: Double Agent,Action,M,PS2,6.9
Tom Clancy's Splinter Cell: Team Stealth Action,Action,T,NGage,7.5
Tomb Raider,Adventure,T,SAT,8.5
Tomb Raider,Action,T,NGage,5
Tomb Raider,Action,T,PSN,9
Tomb Raider Chronicles,Action,T,DC,9.5
Tomb Raider Chronicles,Action,T,PC,7.5
Tomb Raider Gold,Action,T,PC,8.1
Tomb Raider II,Action,T,PSN,4.6
Tomb Raider III,Action,T,PSN,1.8
Tomb Raider starring Lara Croft,Platform,E,GB,8.1
Tomb Raider Underworld: Beneath the Ashes,Action,T,XBL,1.3
Tomb Raider Underworld: Lara's Shadow,Action,T,XBL,2.6
Tomb Raider: Anniversary,Action,T,PSN,4.4
Tomb Raider: Anniversary,Action,T,XBL,3
Tomb Raider: Curse of the Sword,Platform,E,GB,5.2
Tomb Raider: Legend,Action,T,GBA,6.3
Tomb Raider: Legend,Action,T,XBL,6.7
Tomb Raider: Legend,Adventure,T,PSN,7.6
Tomb Raider: The Last Revelation,Action,T,DC,5.8
Tomb Raider: The Last Revelation,Adventure,T,PSN,5.3
Tomb Raider: Underworld,Action,T,PSN,8.7
Tombstone 1882,Action,T,PC,6.8
Tomena Sanner,Action,E,WW,5.1
Tonic Trouble,Platform,E,PC,6.4
Tonka Construction Site,Strategy,E,GB,9.1
Tonka Raceway,Racing,E,GB,4.2
Tonka: On The Job,Action,E,GBA,5.2
Tony Hawk's Downhill Jam,Sports,E,GBA,6.2
Tony Hawk's Downhill Jam,Sports,E10,PS2,4.9
Tony Hawk's Pro Skater,Sports,T,NGage,8.2
Tony Hawk's Pro Skater,Sports,T,DC,9.6
Tony Hawk's Pro Skater,Sports,T,NGage,7.2
Tony Hawk's Pro Skater 2,Sports,T,DC,9.7
Tony Hawk's Pro Skater 2,Sports,E,GB,8
Tony Hawk's Pro Skater 3,Sports,T,PC,5.6
Tony Hawk's Pro Skater 3,Sports,E,GB,8.9
Tony Hawk's Pro Skater 4,Sports,E,PS,4.6
Tony Hawk's Project 8,Sports,T,XB,6.6
Tonzurakko,Racing,E,PSN,2.2
Too Human,Role-Playing,T,XBL,9.8
Toobin',Action,E,GB,5.6
Toon-Doku,Puzzle,E,DS,2.5
Toonsylvania,Platform,E,GB,6.9
Tooth and Tail,Strategy,T,PC,1.9
Top Angler: Real Bass Fishing,Sports,E,GC,1.8
Top Darts,Sports,E,PSN,5.9
Top Gear Pocket,Racing,E,GB,1.1
Top Gear Pocket 2,Racing,E,GB,2.5
Top Gun,Action,T,PSN,4.4
Top Gun (PSP),Action,T,PSN,5.2
Top Gun: Fire at Will!,Simulation,E,PC,1.7
Top Gun: Firestorm,Simulation,E,GB,9.9
Top Gun: Hard Lock,Action,T,PC,5.7
Top Gun: Hornet's Nest,Simulation,T,PC,4.5
Top Hand Rodeo Tour,Sports,RP,PSN,5.8
Top Hunter: Roddy & Cathy,Platform,E10,VC,1.3
Top Shot: Dinosaur Hunter,Shooter,T,Wii,3.3
Top Trumps NBA All Stars,Sports,RP,DS,9.2
Top Trumps NBA All Stars,Sports,RP,3DS,9
topatoi: spinning through the worlds,Platform,E,PSN,9.7
topatoi: The Pillar of Skies!,Platform,E,PSN,4.7
Torchlight,Role-Playing,T,XBL,8.4
Tori-Emaki,Misc,E,PSN,7.6
ToriBash,Fighting,T,PC,5.5
ToriBash: Violence Perfected,Fighting,T,WW,8
Torin's Passage,Adventure,E,PC,6.3
Torino 2006,Sports,E,PC,1
Torment: Tides of Numenera,Role-Playing,M,Linux,7.5
Torment: Tides of Numenera,Role-Playing,M,OSX,7.9
Torrente,Shooter,M,PC,4.6
Total Annihilation,Strategy,T,PC,9.8
Total Annihilation: Battle Tactics,Strategy,T,PC,1.6
Total Immersion Racing,Racing,E,PC,3
Total War: Attila,Strategy,T,Linux,6.9
Total War: Attila,Strategy,T,OSX,5.1
Total War: Battle Pack,Strategy,T,PC,4.3
Total War: Eras,Strategy,T,PC,4.1
Totally Spies! 2: Undercover,Action,E10,GBA,4.4
TotemBall,Misc,E,XBL,5.1
Touch Solitaire,Misc,E,DSiW,6
Toughman Contest,Fighting,T,GEN,1.8
Toukiden 2,Action,T,PC,4.6
Toukiden: The Age of Demons,Action,T,PS4,3.7
ToW: Things on Wheels,Racing,E,XBL,9
Towel Slappin' Pro-Jumper!,Platform,E10,DSiW,8
Tower Bloxx Deluxe,Simulation,E,XBL,8.9
Tower Toppler,Platform,E,VC,9
Towers II: Plight of the Stargazer,Role-Playing,E,GBA,4.7
Towers: Lord Baniff's Deceit,Role-Playing,E,GB,8.5
Toy Commander,Action,E,DC,1.3
Toy Golf,Sports,E,GIZ,8.4
Toy Home,Racing,E,PSN,4.7
Toy Soldiers,Strategy,T,XBL,8.4
Toy Soldiers: Cold War,Strategy,T,XBL,8.4
Toy Soldiers: Invasion!,Strategy,T,XBL,4
Toy Soldiers: The Kaiser's Battle,Strategy,T,XBL,2.5
Toy Soldiers: War Chest,Action,T,PC,1.6
Toy Story,Platform,E,SNES,5.3
Toy Story,Platform,E,GB,5.4
Toy Story,Platform,E,GEN,2.9
Toy Story,Platform,E,PC,9
Toy Story 2,Platform,E,GB,9.5
Toy Story 2: Buzz Lightyear to the Rescue!,Platform,E,DC,1.4
Toy Story 2: Buzz Lightyear to the Rescue!,Platform,E,PC,4.3
Toy Story 2: Buzz Lightyear to the Rescue!,Platform,E,PSN,5.8
Toy Story Activity Center,Misc,E,PC,10
Toy Story Racer,Racing,E,GB,7.4
Toy Story Racer,Racing,E,PSN,9.8
Track & Field,Sports,E,XBL,3.6
TrackMania,Racing,E,PC,7
TrackMania Nations: Electronic Sports World Cup,Racing,E,PC,3.8
TrackMania Sunrise,Racing,E,PC,9.5
TrackMania Sunrise eXtreme,Racing,E,PC,6.4
TrackMania United,Racing,E,PC,10
TrackMania United Nations Forever,Racing,E,PC,4.7
Trailblazer,Puzzle,E,GIZ,5.5
Trailer Park Tycoon,Strategy,T,PC,4.5
Trainz Railroad Simulator 2004,Simulation,E,PC,7
Trainz Railroad Simulator 2006,Simulation,E,PC,6.1
Trainz Simulator 2009: World Builder,Simulation,E,PC,8.9
Trainz Simulator 2010: Engineers Edition,Simulation,E,PC,7.2
Trainz: Driver Edition,Simulation,E,PC,7.8
Trainz: The Complete Collection,Simulation,E,PC,6.3
Traitors Gate,Adventure,E,PC,2.9
Trajectile,Puzzle,E,DSiW,6.7
Transformer: Rise of the Dark Spark,Shooter,T,PC,1.2
Transformers: Beast Wars Transmetals,Fighting,T,N64,3.6
Transformers: Prime,Fighting,E10,DS,4.3
Transformers: Revenge of the Fallen,Action,T,XBL,5.5
Transformers: The Game,Action,T,PC,6.1
Transformers: The Game,Action,T,XBL,8.1
Transformers: War for Cybertron,Action,T,XBL,5.2
Transistor,Role-Playing,T,PS4,6.2
Transworld Surf: Next Wave,Sports,T,GC,6.1
Trash Panic,Puzzle,E,PSN,6.8
Treasure Hunter X,Action,E,DSiW,7.5
Treasure Island,Adventure,T,PC,8.7
Trials HD,Racing,T,XBL,8.6
Trials HD - Big Pack,Misc,T,XBL,9
Tribes 2,Shooter,T,PC,7.3
Tribes of Mexica,Puzzle,RP,XBL,3.4
Tribes: Vengeance,Shooter,T,PC,7.6
Trick Boarder,Sports,E,GB,6
TrickStyle,Sports,E,DC,6.1
TrickStyle,Sports,E,PC,9.7
Triggerheart Exelica,Shooter,E10,XBL,6.7
Trine,Platform,E10,PSN,8.3
Trine 2,Platform,E10,PSN,8.9
Trine 2,Platform,E10,XBL,5.2
Triple Jumping Sports,Sports,E,WW,8.9
Triple Pack: Dead Rising / Lost Planet: Extreme Condition Colonies Edition / Devil May Cry 4,Misc,M,X360,6.1
Triple Play 2000,Sports,E,PC,6.1
Triple Play 2001,Sports,E,GB,6.5
Triple Play 2001,Sports,E,PC,7.9
Triple Play 96,Sports,E,GEN,1.5
Triple Play 98,Sports,E,PC,5.6
Triple Running Sports,Sports,E,WW,6.5
Triple Shot Sports,Sports,E,WW,2
Triple Throwing Sports,Sports,E,WW,8.7
Trivial Pursuit,Misc,E,XBL,6.9
Trivial Pursuit: Millennium Edition,Misc,E,PC,9.5
Trivial Pursuit: NASCAR Edition,Misc,E,PC,4.9
Troll and I,Action,T,PC,6.6
Trollboarder,Sports,E,DSiW,3
TRON: Evolution,Action,E10,PSN,1.3
Tropico 3: Absolute Power,Strategy,T,PC,6.8
Tropico 5,Simulation,T,OSX,9.5
Tropico 5,Simulation,T,Linux,9.2
Tropico: Paradise Island,Strategy,T,PC,8.2
Trouballs,Puzzle,E,GB,9.2
Trouble Witches Neo!,Shooter,T,XBL,7
Troy Aikman NFL Football,Sports,E,AJ,2.5
True Lies,Action,E,GG,9.6
True Lies,Action,E,GB,7.3
True Lies,Shooter,T,SNES,1.6
True Lies,Shooter,T,GEN,2.2
True Pinball,Misc,E,SAT,2.9
True Swing Golf Express,Sports,E,DSiW,1.6
Tumble,Puzzle,E,PSN,7.2
Tumblebugs,Puzzle,E,PC,3
Tumblebugs 2,Puzzle,E,WW,6.6
Tunnel B1,Action,E,SAT,1.7
TURN: The Lost Artifact,Adventure,E,DSiW,4.8
Turnabout,Puzzle,E,PS,1.4
Turok 2: Seeds of Evil,Platform,E,GB,9.4
Turok 2: Seeds of Evil,Shooter,M,PC,9.3
Turok 3: Shadow of Oblivion,Action,E,GB,9
Turok: Battle of the Bionosaurs,Platform,E,GB,7.4
Turok: Rage Wars,Action,E,GB,1.5
TV Show King,Misc,E,WW,5.2
TV Show King,Misc,E,PSN,2.8
TV Show King 2,Misc,E10,WW,3.6
Twin 2 Pack: Sonic 3D Blast/Sonic R,Misc,E,PC,3.7
Twin 2 Pack: Sonic CD/Sonic & Knuckles Collection,Platform,E,PC,1.3
Twin Blades,Platform,M,PSN,3.4
Twisted Metal 2,Racing,T,PSN,2.4
Twisted Metal: Head On - Extra Twisted Edition,Racing,T,PS2,10
Twisted Metal: Head-On,Action,T,PSN,8.8
Two Thrones,Strategy,E,PC,6.6
Two Worlds II: Pirates of the Flying Fortress,Role-Playing,M,PC,7.6
Two Worlds II: Pirates of the Flying Fortress,Role-Playing,M,PSN,3.4
Two Worlds II: Pirates of the Flying Fortress,Role-Playing,M,XBL,7
Two Worlds: The Tempation,Role-Playing,RP,PC,2.2
Tycoon Collection,Strategy,T,PC,5.2
Tyrian 2000,Shooter,E,PC,8
Tzar: Burden of the Crown,Strategy,T,PC,2.7
U-Wars,Shooter,RP,PSP,2.9
U-Wars,Shooter,RP,PC,4.4
U-Wars,Shooter,RP,X360,5.1
UberSoldier,Shooter,M,PC,8.3
UberSoldier II,Shooter,M,PC,4.9
Ubongo,Puzzle,E,WW,4.4
Ubongo,Puzzle,E,DSiW,8.8
UEFA Champions League 2006-2007,Sports,E,PS2,7
UEFA Euro 2004: Portugal,Sports,E,PC,1.2
UFC 2009 Undisputed,Fighting,T,XBL,1
UFC Undisputed 2010,Fighting,T,PSN,4.6
Ufouria: The Saga,Platform,E,VC,1.2
Ugly Americans: Apocalypsegeddon,Shooter,M,PSN,2.1
Ugly Americans: Apocalypsegeddon,Shooter,M,XBL,7
Ultima IX: Ascension,Role-Playing,M,PC,2.4
Ultima Online,Role-Playing,M,PC,9
Ultima Online: Age of Shadows,Role-Playing,T,PC,6.8
Ultima Online: Kingdom Reborn,Role-Playing,T,PC,3.3
Ultima Online: Lord Blackthorn's Revenge,Role-Playing,T,PC,6.2
Ultima Online: Samurai Empire,Role-Playing,T,PC,9.1
Ultima Online: Stygian Abyss,Role-Playing,M,PC,8
Ultima Online: The Eighth Age,Role-Playing,T,PC,2.3
Ultima Online: Third Dawn,Role-Playing,T,PC,2.9
Ultimate Board Game Collection,Misc,E,PSN,2.7
Ultimate Brain Games,Strategy,E,DS,4.7
Ultimate Card Games,Misc,T,DS,7.2
Ultimate Fighting Championship,Sports,T,DC,8.6
Ultimate Fighting Championship,Fighting,E,GB,9.7
Ultimate Ghosts 'n Goblins,Platform,E10,PSN,8.2
Ultimate Mortal Kombat 3,Fighting,M,GEN,7.7
Ultimate Mortal Kombat 3,Fighting,M,SAT,6.4
Ultimate Mortal Kombat 3,Fighting,M,SNES,7.6
Ultimate Mortal Kombat 3,Fighting,M,XBL,7.1
Ultimate Paintball,Action,E,GB,5.2
Ultimate Pocket Games,Puzzle,E,GBA,2.7
Ultimate Pro Pinball,Misc,E,XB,8
Ultimate Pro Pinball,Misc,E,PC,8.6
Ultimate Ride,Action,E,PC,1.6
Ultimate Surfing,Sports,E,GB,6.2
Ultimate Tycoon Collection,Strategy,E,PC,3.7
Ultimate Wargame Collection Volume 3: Modern Warfare,Misc,T,PC,2.5
Ultimate Winter Games,Sports,E,GBA,1
Ultra Vortek,Fighting,M,AJ,4.2
Ultraverse Prime / Microcosm,Misc,T,SCD,6.8
Um Jammer Lammy,Misc,E,PSN,9.5
Unbound Saga,Action,T,PSN,4.9
Unbound Saga,Action,T,XBL,5.5
Uncharted 2: Among Thieves - Game of the Year Edition,Action,T,PS3,3.9
Uncharted 2: Among Thieves Drake's Fortune MP Map Pack,Action,T,PSN,9.2
Uncharted 2: Among Thieves PlayStation Heroes Pack,Action,T,PSN,6.4
Uncharted 2: Among Thieves Siege Expansion Pack,Action,T,PSN,9.5
Uncharted Dual Pack,Shooter,T,PS3,6.8
Undead Knights,Adventure,M,PSN,6.1
Under Siege,Strategy,E10,PSN,7
Undercover: Operation Wintersun,Adventure,T,PC,8.8
Undertow,Shooter,E10,XBL,2
Uniracers,Racing,E,SNES,3
Universal Combat,Simulation,T,PC,4
Universal Combat Collectors Edition,Strategy,T,PC,2.6
Universal Combat: A World Apart,Strategy,T,PC,7.6
Universal Monsters: Monsterville,Adventure,E,PC,7.3
UNO,Misc,E,XBL,8
UNO,Misc,E,GB,7.5
UNO,Misc,E,DSiW,1.5
UNO,Misc,E,WW,7.6
UNO,Misc,E,PSN,7.5
UNO,Misc,E,PC,1.9
UNO (2007),Misc,E,PC,1.7
UNO (PSP),Misc,E,PSN,8.7
UNO 52,Misc,E,GBA,2.7
UNO Free Fall,Misc,E,GBA,2
UNO RUSH,Misc,E,XBL,9.8
UNO Undercover,Misc,E,PC,5.7
Unreal,Shooter,M,PC,8.7
Unreal II: The Awakening,Shooter,M,PC,2.8
Unreal Tournament,Shooter,M,DC,9.3
Unreal Tournament,Shooter,M,PC,9
Unreal Tournament 2004: Editor's Choice Edition,Shooter,M,PC,2.5
Untold Legends: Brotherhood of the Blade,Role-Playing,T,PSN,5.8
Untold Legends: The Warriors Code,Role-Playing,T,PSN,2.7
Uplink: Hacker Elite,Adventure,E,PC,5.9
Urban Champion,Fighting,E,VC,7.6
Urban Chaos,Action,M,DC,3.9
Urban Chaos,Action,M,PC,7.3
Urban Runner,Adventure,M,PC,9.9
Urban Strike,Simulation,E,GG,8.8
Urban Strike,Simulation,E,GB,2.3
Urban Strike,Simulation,E,SNES,7.6
Urbanix,Action,E,WW,8.5
Urbanix,Action,E,PSN,3.7
US Racer,Racing,E,PC,4.5
US Special Forces: Team Factor,Shooter,M,PC,8.3
V-Rally '99,Racing,E,GB,2.2
V.I.P. Casino: Blackjack,Misc,T,WW,5.7
Vagrant Story,Role-Playing,T,PSN,5.8
Val D'Isere Skiing and Snowboarding,Sports,E,AJ,2.8
Valet Parking 1989,Racing,E10,DSiW,4.9
Valhalla Knights,Role-Playing,E10,PSN,7.3
Valhalla Knights 2: Battle Stance,Role-Playing,E10,PSN,4.1
Valiant Hearts: The Great War,Adventure,T,XOne,2.5
Valkyria Chronicles II,Role-Playing,T,PSN,8.1
Valkyria Chronicles III: Unrecorded Chronicles,Role-Playing,RP,PSN,3.9
Valkyria Chronicles: Behind Her Blue Flame,Role-Playing,T,PSN,7.7
Valkyria Chronicles: Challenges from Team Edy,Role-Playing,T,PSN,3
Valkyria Chronicles: Enter the Edy Detachment,Role-Playing,T,PSN,4.9
Valora Valley Golf,Sports,E,SAT,2.6
Vampire: The Masquerade - Redemption,Role-Playing,M,PC,6.9
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Sports,E,PC,5
Vandal Hearts: Flames of Judgment,Role-Playing,T,PSN,6.9
Vandal Hearts: Flames of Judgment,Role-Playing,T,XBL,6.8
Vanishing Point,Racing,E,DC,1.9
Vanquish,Shooter,M,XBL,5.4
Vector TD,Puzzle,E,PSN,4.2
Vectorman,Platform,E,GEN,7.3
Vectorman,Platform,E,VC,9.1
Vectorman 2,Platform,E,GEN,6.6
Vegas Games,Misc,E,GB,5.2
Vegas Stakes,Misc,E,SNES,7.8
Vegas Stakes,Misc,E,VC,5.6
Vegas Stakes,Misc,E,GB,8.2
Vegas Tycoon,Strategy,T,PC,7.7
Veggy World,Shooter,E,Wii,2.1
Velocity 2X,Action,E10,PS4,7.8
VEMPIRE,Puzzle,E,PSN,3.5
Vertical Force,Shooter,E,VB,4
Vertigo,Racing,E,PSN,8.1
Vibes,Misc,E10,PSN,7.3
Victoria: Complete,Strategy,E,PC,6.3
Victorious Boxers 2: Fighting Spirit,Fighting,T,PS2,3.3
Victory Run,Racing,E,VC,6.3
Victory Run,Racing,E,PSN,1.9
Vid Grid,Puzzle,E,AJ,3.5
Vietcong: Fist Alpha,Shooter,T,PC,9.1
Vietcong: Purple Haze,Shooter,M,PC,3.6
Vigilante,Action,E10,VC,3.1
Vigilante 8,Racing,E,GB,6.4
Vigilante 8: 2nd Offense,Racing,T,DC,10
Vigilante 8: Arcade,Action,T,XBL,4.5
Viking Invasion,Strategy,E,DSiW,2.8
